Protein IDs,Fasta headers,LFQ intensity 1,LFQ intensity 2,LFQ intensity 20,LFQ intensity 22,LFQ intensity 25,LFQ intensity 28,LFQ intensity 29,LFQ intensity 31,LFQ intensity 33,LFQ intensity 36,LFQ intensity 37,LFQ intensity 39,LFQ intensity 4,LFQ intensity 8,LFQ intensity 9
D3ZMI4;A0A0G2K0F3;Q9WTP0-2;A0A0G2K0B2;D4ACZ4;D4A9L5;Q9WTP0,tr|D3ZMI4|D3ZMI4_RAT Band 4.1-like protein 1 OS=Rattus norvegicus OX=10116 GN=Epb41l1 PE=1 SV=1;tr|A0A0G2K0F3|A0A0G2K0F3_RAT Band 4.1-like protein 1 OS=Rattus norvegicus OX=10116 GN=Epb41l1 PE=1 SV=1;sp|Q9WTP0-2|E41L1_RAT Isoform L of Band 4.1-like protein,14475,0,0,63098,0,80022,90132,99010,22588,138890,86291,98282,0,0,0
A0A0G2K0Q7;D3ZFU9,"tr|A0A0G2K0Q7|A0A0G2K0Q7_RAT Myosin light chain kinase, smooth muscle OS=Rattus norvegicus OX=10116 GN=Mylk PE=1 SV=1;tr|D3ZFU9|D3ZFU9_RAT Myosin light chain kinase, smooth muscle OS=Rattus norvegicus OX=10116 GN=Mylk PE=1 SV=2",0,0,74680,0,0,0,173220,0,16370,48103,42235,0,15846,29561,0
A0A0G2K0X9;G3V699;Q9Z2Q1,tr|A0A0G2K0X9|A0A0G2K0X9_RAT Protein transport protein Sec31A OS=Rattus norvegicus OX=10116 GN=Sec31a PE=1 SV=1;tr|G3V699|G3V699_RAT Protein transport protein Sec31A OS=Rattus norvegicus OX=10116 GN=Sec31a PE=1 SV=1;sp|Q9Z2Q1|SC31A_RAT Protein transport pr,0,0,0,28466,0,23933,219430,0,0,133690,62595,257140,71393,42271,10789
R9PXS9;A0A0G2K0Y6;Q2EJA0-4;Q2EJA0-2;Q2EJA0-3;Q2EJA0,tr|R9PXS9|R9PXS9_RAT Transcriptional coactivator YAP1 OS=Rattus norvegicus OX=10116 GN=Yap1 PE=1 SV=1;tr|A0A0G2K0Y6|A0A0G2K0Y6_RAT Transcriptional coactivator YAP1 OS=Rattus norvegicus OX=10116 GN=Yap1 PE=1 SV=1;sp|Q2EJA0-4|YAP1_RAT Isoform 4 of Transcript,0,287770,21253,46958,0,10863,540160,0,36370,286710,53972,42797,419180,302120,20778
A0A0G2JSM7;Q63028;D3ZZ99;Q63028-2,"tr|A0A0G2JSM7|A0A0G2JSM7_RAT Adducin 1 (Alpha), isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Add1 PE=1 SV=1;sp|Q63028|ADDA_RAT Alpha-adducin OS=Rattus norvegicus OX=10116 GN=Add1 PE=1 SV=2;tr|D3ZZ99|D3ZZ99_RAT Alpha-adducin OS=Rattus norvegicus OX=10116 ",262810,0,355910,0,0,0,0,462850,101580,356640,117910,244610,263360,300320,135720
D4A5G2;A0A0G2K0Z9,tr|D4A5G2|D4A5G2_RAT NOP14 nucleolar protein OS=Rattus norvegicus OX=10116 GN=Nop14 PE=1 SV=1;tr|A0A0G2K0Z9|A0A0G2K0Z9_RAT NOP14 nucleolar protein OS=Rattus norvegicus OX=10116 GN=Nop14 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0G2K1A6;F1LVL6,tr|A0A0G2K1A6|A0A0G2K1A6_RAT CREB-regulated transcription coactivator 3 OS=Rattus norvegicus OX=10116 GN=Crtc3 PE=1 SV=1;tr|F1LVL6|F1LVL6_RAT CREB-regulated transcription coactivator 3 OS=Rattus norvegicus OX=10116 GN=Crtc3 PE=1 SV=2,0,0,0,0,0,0,3984.5,0,0,0,0,0,0,0,22367
B1WC16;Q7TP73;A0A0G2K2S3;A0A0G2K1G0,"tr|B1WC16|B1WC16_RAT BCL2-associated transcription factor 1, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Bclaf1 PE=1 SV=1;tr|Q7TP73|Q7TP73_RAT Aa2-041 OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|A0A0G2K2S3|A0A0G2K2S3_RAT Mitochondrial fission regulator 2",60331,15816,41656,19218,0,159080,121920,13523,6588.1,35980,0,0,45815,0,235680
A0A0G2K1J5;Q6S3A1;Q6S399;Q6S3A3;Q6S3A4;F7F9U6;Q6S398;Q6S395;Q6S396;Q6S3A5;Q6S3A0;P30427-3;P30427-2;P30427-4;P30427;Q6ZYE7,tr|A0A0G2K1J5|A0A0G2K1J5_RAT Plectin OS=Rattus norvegicus OX=10116 GN=Plec PE=1 SV=1;tr|Q6S3A1|Q6S3A1_RAT Plectin 4 OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|Q6S399|Q6S399_RAT Plectin OS=Rattus norvegicus OX=10116 GN=Plec PE=1 SV=1;tr|Q6S3A3|Q6S3A3_RAT Pl,0,0,271200,133820,0,19562,286010,170090,19854,280780,309050,258830,160920,224510,26874
A0A0G2K1V1;Q3B8N7,"tr|A0A0G2K1V1|A0A0G2K1V1_RAT Chromosome 12 open reading frame, human C7orf61 OS=Rattus norvegicus OX=10116 GN=LOC102550456 PE=1 SV=1;sp|Q3B8N7|T22D4_RAT TSC22 domain family protein 4 OS=Rattus norvegicus OX=10116 GN=Tsc22d4 PE=1 SV=1",0,0,0,2354.4,0,0,7882.3,0,0,0,0,0,0,0,0
A0A0G2K1Z2,tr|A0A0G2K1Z2|A0A0G2K1Z2_RAT Rho GTPase-activating protein 12 OS=Rattus norvegicus OX=10116 GN=Arhgap12 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,24798,0,1836.5
D3ZS50;A0A0G2K2B0,tr|D3ZS50|D3ZS50_RAT Polyhomeotic homolog 3 OS=Rattus norvegicus OX=10116 GN=Phc3 PE=1 SV=1;tr|A0A0G2K2B0|A0A0G2K2B0_RAT Polyhomeotic homolog 3 OS=Rattus norvegicus OX=10116 GN=Phc3 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BJW6;D3ZVJ9;A0A0G2K2B7,tr|Q5BJW6|Q5BJW6_RAT Wdr20a protein (Fragment) OS=Rattus norvegicus OX=10116 GN=Wdr20a PE=2 SV=1;tr|D3ZVJ9|D3ZVJ9_RAT WD repeat domain 20 OS=Rattus norvegicus OX=10116 GN=Wdr20 PE=1 SV=2;tr|A0A0G2K2B7|A0A0G2K2B7_RAT WD repeat domain 20 OS=Rattus norvegicus,0,0,0,0,0,0,0,0,0,0,0,0,20786,0,15118
A0A0G2K2M9;B2GUY6,tr|A0A0G2K2M9|A0A0G2K2M9_RAT Serine/arginine repetitive matrix 2 OS=Rattus norvegicus OX=10116 GN=Srrm2 PE=1 SV=1,147330,205330,1697200,820410,0,1862200,1593600,692940,648830,1313300,723780,1688000,1125400,636130,3048300
A0A0G2JSR7;P43244;Q6P6H1;B5DEM0,tr|A0A0G2JSR7|A0A0G2JSR7_RAT Matrin-3 OS=Rattus norvegicus OX=10116 GN=Matr3 PE=1 SV=1;sp|P43244|MATR3_RAT Matrin-3 OS=Rattus norvegicus OX=10116 GN=Matr3 PE=1 SV=2;tr|Q6P6H1|Q6P6H1_RAT Matr3 protein (Fragment) OS=Rattus norvegicus OX=10116 GN=Matr3 PE=2 S,34892,7823.8,8868.3,37441,0,32510,45823,5319.8,0,174120,15211,44440,145090,0,70020
A0A0G2JSU4;A0A0G2JSV0;Q8VBU2-2;Q8VBU2,tr|A0A0G2JSU4|A0A0G2JSU4_RAT N-myc downstream-regulated gene 2 protein OS=Rattus norvegicus OX=10116 GN=Ndrg2 PE=1 SV=1;tr|A0A0G2JSV0|A0A0G2JSV0_RAT N-myc downstream-regulated gene 2 protein OS=Rattus norvegicus OX=10116 GN=Ndrg2 PE=1 SV=1;sp|Q8VBU2-2|NDRG,0,0,0,14368,0,0,34771,0,0,7673.7,0,0,80064,37836,0
F1M4A0;A0A0G2K2P5,tr|F1M4A0|F1M4A0_RAT Tight junction protein 1 (Predicted) OS=Rattus norvegicus OX=10116 GN=Tjp1 PE=1 SV=2;sp|A0A0G2K2P5|ZO1_RAT Tight junction protein ZO-1 OS=Rattus norvegicus OX=10116 GN=Tjp1 PE=1 SV=1,94710,0,495130,604380,0,148560,921720,742590,352690,967220,161950,1111000,516450,571620,219190
A0A0G2K376;B6RIU0;Q5U317,tr|A0A0G2K376|A0A0G2K376_RAT FIP1-like 1 protein OS=Rattus norvegicus OX=10116 GN=Fip1l1 PE=1 SV=1;tr|B6RIU0|B6RIU0_RAT FIP1-like 1 protein OS=Rattus norvegicus OX=10116 GN=Fip1l1 PE=1 SV=1;sp|Q5U317|FIP1_RAT Pre-mRNA 3-end-processing factor FIP1 OS=Rattu,0,0,0,0,0,0,0,0,0,0,0,0,32267,0,48664
A0A0G2K3A0;Q9JIH7;Q9JIH7-3;Q9JIH7-2,tr|A0A0G2K3A0|A0A0G2K3A0_RAT Non-specific serine/threonine protein kinase OS=Rattus norvegicus OX=10116 GN=Wnk1 PE=1 SV=1;sp|Q9JIH7|WNK1_RAT Serine/threonine-protein kinase WNK1 OS=Rattus norvegicus OX=10116 GN=Wnk1 PE=1 SV=2;sp|Q9JIH7-3|WNK1_RAT Isoform 2,0,0,0,0,0,0,0,0,0,0,0,0,43296,0,69086
A0A0G2K4H8;Q4V8I2,tr|A0A0G2K4H8|A0A0G2K4H8_RAT Condensin-2 complex subunit H2 OS=Rattus norvegicus OX=10116 GN=Ncaph2 PE=1 SV=1;sp|Q4V8I2|CNDH2_RAT Condensin-2 complex subunit H2 OS=Rattus norvegicus OX=10116 GN=Ncaph2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q63785;Q63783;A0A0G2K4J4;Q63573;F1LRV0;A0A0G2K5I9;Q9QY90;P09414,tr|Q63785|Q63785_RAT NFI-A4 (Fragment) OS=Rattus norvegicus OX=10116 GN=NFI-A PE=2 SV=1;tr|Q63783|Q63783_RAT Nuclear factor 1 OS=Rattus norvegicus OX=10116 GN=NFI-A PE=2 SV=2;tr|A0A0G2K4J4|A0A0G2K4J4_RAT Nuclear factor 1 OS=Rattus norvegicus OX=10116 GN=Nf,0,0,0,0,0,0,97990,0,0,0,0,43025,0,0,0
A0A0G2K4T7;Q5U2Y1-2;Q5U2Y1,tr|A0A0G2K4T7|A0A0G2K4T7_RAT General transcription factor II-I OS=Rattus norvegicus OX=10116 GN=Gtf2i PE=1 SV=1;sp|Q5U2Y1-2|GTF2I_RAT Isoform 2 of General transcription factor II-I OS=Rattus norvegicus OX=10116 GN=Gtf2i;sp|Q5U2Y1|GTF2I_RAT General transcri,0,0,0,59396,0,254350,214580,169350,0,120810,125710,137790,12213,83980,89144
A0A0G2K508;Q5BJU0,tr|A0A0G2K508|A0A0G2K508_RAT RAS-related 2 OS=Rattus norvegicus OX=10116 GN=Rras2 PE=1 SV=1;tr|Q5BJU0|Q5BJU0_RAT RAS-related 2 OS=Rattus norvegicus OX=10116 GN=Rras2 PE=1 SV=1,0,0,31528,0,0,0,0,0,0,19744,0,0,9981.1,0,611240
X4YHC6;D4A858;D3ZXK3;A0A0G2K598,"tr|X4YHC6|X4YHC6_RAT Transforming acidic coiled-coil containing protein 2 variant 3 OS=Rattus norvegicus OX=10116 GN=Tacc2 PE=1 SV=1;tr|D4A858|D4A858_RAT Transforming, acidic coiled-coil-containing protein 2 OS=Rattus norvegicus OX=10116 GN=Tacc2 PE=1 SV=1",0,0,70454,0,0,0,0,0,0,0,0,0,0,0,65859
Q63330;G3V7U2;A0A0G2K5C6;P34926,"tr|Q63330|Q63330_RAT Microtubule associated protein 1A (Fragment) OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|G3V7U2|G3V7U2_RAT Microtubule-associated protein 1 A, isoform CRA_c OS=Rattus norvegicus OX=10116 GN=Map1a PE=1 SV=1;tr|A0A0G2K5C6|A0A0G2K5C6_RAT M",0,0,0,209120,0,326850,180920,0,0,206720,185320,316600,0,110970,0
A0A1B0GWK9;A0A0G2K5C8;P84903,tr|A0A1B0GWK9|A0A1B0GWK9_RAT Stromal interaction molecule 1 (Fragment) OS=Rattus norvegicus OX=10116 GN=Stim1 PE=1 SV=1;tr|A0A0G2K5C8|A0A0G2K5C8_RAT Stromal interaction molecule 1 OS=Rattus norvegicus OX=10116 GN=Stim1 PE=1 SV=1;sp|P84903|STIM1_RAT Stromal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q4KLM7;A0A0G2K5D7,tr|Q4KLM7|Q4KLM7_RAT Sperm antigen with calponin homology and coiled-coil domains 1 OS=Rattus norvegicus OX=10116 GN=Specc1 PE=1 SV=1;tr|A0A0G2K5D7|A0A0G2K5D7_RAT Sperm antigen with calponin homology and coiled-coil domains 1 OS=Rattus norvegicus OX=10116 ,0,0,0,0,0,0,40577,0,0,19531,0,0,0,0,22654
G3V9G4;A0A0G2K5E7;G3V888;P16638-2;P16638,tr|G3V9G4|G3V9G4_RAT ATP-citrate synthase OS=Rattus norvegicus OX=10116 GN=Acly PE=1 SV=1;tr|A0A0G2K5E7|A0A0G2K5E7_RAT ATP-citrate synthase OS=Rattus norvegicus OX=10116 GN=Acly PE=1 SV=1;tr|G3V888|G3V888_RAT ATP-citrate synthase OS=Rattus norvegicus OX=10,63552,0,15302,0,0,0,102820,0,93416,45150,0,0,238360,56592,161230
A0A0G2K5T1;D3Z8E6,tr|A0A0G2K5T1|A0A0G2K5T1_RAT Calmodulin-regulated spectrin-associated protein 1 OS=Rattus norvegicus OX=10116 GN=Camsap1 PE=1 SV=1;sp|D3Z8E6|CAMP1_RAT Calmodulin-regulated spectrin-associated protein 1 OS=Rattus norvegicus OX=10116 GN=Camsap1 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0G2K5U7;Q3MJK5-2;Q3MJK5,tr|A0A0G2K5U7|A0A0G2K5U7_RAT Cyclin-dependent kinase 12 OS=Rattus norvegicus OX=10116 GN=Cdk12 PE=1 SV=1;sp|Q3MJK5-2|CDK12_RAT Isoform 2 of Cyclin-dependent kinase 12 OS=Rattus norvegicus OX=10116 GN=Cdk12;sp|Q3MJK5|CDK12_RAT Cyclin-dependent kinase 12 OS=,0,0,41245,0,0,0,56181,4267.1,0,113230,27096,117080,0,0,65215
M0R7B4;P06349,"tr|M0R7B4|M0R7B4_RAT H1.3 linker histone, cluster member OS=Rattus norvegicus OX=10116 GN=Hist1h1d PE=1 SV=2",0,0,0,0,0,0,7777.7,0,0,0,0,0,24637,4840.2,0
P15865,sp|P15865|H14_RAT Histone H1.4 OS=Rattus norvegicus OX=10116 GN=H1-4 PE=1 SV=3,67253,0,15956,0,0,0,84909,0,101290,111820,0,0,81266,17858,80797
A0A0G2K654,"tr|A0A0G2K654|A0A0G2K654_RAT H1.2 linker histone, cluster member OS=Rattus norvegicus OX=10116 GN=Hist1h1c PE=1 SV=1",192370,31579,7799.9,985.95,0,10714,23699,23325,93325,26442,0,0,381690,14378,122920
E9PSJ4;A0A0G2K6E8,tr|E9PSJ4|E9PSJ4_RAT Sperm-associated antigen 9 OS=Rattus norvegicus OX=10116 GN=Spag9 PE=1 SV=2;tr|A0A0G2K6E8|A0A0G2K6E8_RAT Sperm-associated antigen 9 OS=Rattus norvegicus OX=10116 GN=Spag9 PE=1 SV=1,0,0,242410,199400,0,40756,293820,75316,0,187800,91800,347250,230620,93262,68446
A0A0G2K6Q5;Q6MG06,tr|A0A0G2K6Q5|A0A0G2K6Q5_RAT Guanine nucleotide-binding protein-like 1 OS=Rattus norvegicus OX=10116 GN=Gnl1 PE=1 SV=1;sp|Q6MG06|GNL1_RAT Guanine nucleotide-binding protein-like 1 OS=Rattus norvegicus OX=10116 GN=Gnl1 PE=1 SV=1,0,0,0,1734,0,0,23984,0,10359,0,0,0,29642,2787.3,0
A0A0G2K6S9;E9PTU4;Q63862;Q63862-2;Q63862-3;B2RYD3;Q62707;Q62706,tr|A0A0G2K6S9|A0A0G2K6S9_RAT Myosin-11 OS=Rattus norvegicus OX=10116 GN=Myh11 PE=1 SV=1;tr|E9PTU4|E9PTU4_RAT Myosin-11 OS=Rattus norvegicus OX=10116 GN=Myh11 PE=1 SV=2;sp|Q63862|MYH11_RAT Myosin-11 (Fragments) OS=Rattus norvegicus OX=10116 GN=Myh11 PE=1 SV,358400,588590,381510,658860,208120,645610,561750,313910,350520,449750,556510,689600,74902,753800,0
D3ZRT6;A0A0G2K6Z8,tr|D3ZRT6|D3ZRT6_RAT Pleckstrin homology domain-containing A7 OS=Rattus norvegicus OX=10116 GN=Plekha7 PE=1 SV=2;tr|A0A0G2K6Z8|A0A0G2K6Z8_RAT Pleckstrin homology domain-containing A7 OS=Rattus norvegicus OX=10116 GN=Plekha7 PE=1 SV=1,101040,0,0,0,0,0,0,0,0,0,0,0,0,0,15722
A0A0G2K700;P40615,tr|A0A0G2K700|A0A0G2K700_RAT H/ACA ribonucleoprotein complex subunit DKC1 OS=Rattus norvegicus OX=10116 GN=Dkc1 PE=1 SV=1;sp|P40615|DKC1_RAT H/ACA ribonucleoprotein complex subunit DKC1 OS=Rattus norvegicus OX=10116 GN=Dkc1 PE=1 SV=4,271370,0,0,36883,0,68213,82535,35478,0,50410,0,111800,281910,0,366780
A0A0G2K736;F1MA31;B3STT9,tr|A0A0G2K736|A0A0G2K736_RAT Lysine-specific histone demethylase OS=Rattus norvegicus OX=10116 GN=Kdm1a PE=1 SV=1;tr|F1MA31|F1MA31_RAT Lysine-specific histone demethylase OS=Rattus norvegicus OX=10116 GN=Kdm1a PE=1 SV=3;tr|B3STT9|B3STT9_RAT Lysine-specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1M4V3;A0A0G2K7I4,"tr|F1M4V3|F1M4V3_RAT RCSD domain containing 1 (Predicted), isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Rcsd1 PE=1 SV=2;tr|A0A0G2K7I4|A0A0G2K7I4_RAT RCSD domain containing 1 (Predicted), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Rcsd1 PE=1 SV=1",0,0,0,7891.5,0,0,24070,0,0,0,0,0,0,0,0
Q6TUE6;A0A0G2K7N9,tr|Q6TUE6|Q6TUE6_RAT LRRGT00098 OS=Rattus norvegicus OX=10116 GN=Arhgap5 PE=1 SV=1;tr|A0A0G2K7N9|A0A0G2K7N9_RAT Rho GTPase-activating protein 5 OS=Rattus norvegicus OX=10116 GN=Arhgap5 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0G2K7X3;Q9EPJ0,tr|A0A0G2K7X3|A0A0G2K7X3_RAT Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Rattus norvegicus OX=10116 GN=Nucks1 PE=1 SV=1;sp|Q9EPJ0|NUCKS_RAT Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Rattus norvegicus OX=1,253190,0,77550,60629,71402,7799.1,287910,31358,43452,98428,46488,79941,1705200,104930,329120
P18666;A0A0G2JSW0;Q63781,sp|P18666|ML12B_RAT Myosin regulatory light chain 12B OS=Rattus norvegicus OX=10116 GN=Myl12b PE=1 SV=3;tr|A0A0G2JSW0|A0A0G2JSW0_RAT Myosin regulatory light chain 12B OS=Rattus norvegicus OX=10116 GN=Myl12b PE=4 SV=1;tr|Q63781|Q63781_RAT Myosin regulatory ,107080,181740,63866,225000,177510,38586,15701,36992,82616,207550,137700,118620,16256,103810,8527.8
B0BMS8;Q64122,tr|B0BMS8|B0BMS8_RAT Myl9 protein OS=Rattus norvegicus OX=10116 GN=Myl9 PE=1 SV=1;sp|Q64122|MYL9_RAT Myosin regulatory light polypeptide 9 OS=Rattus norvegicus OX=10116 GN=Myl9 PE=1 SV=2,290590,115540,69954,188710,0,151360,82650,148230,61750,157060,141930,147500,11222,117950,12252
P13832,sp|P13832|MRLCA_RAT Myosin regulatory light chain RLC-A OS=Rattus norvegicus OX=10116 GN=Rlc-a PE=2 SV=2,14004,20247,65097,76391,0,0,34915,0,0,25452,0,0,0,0,265970
A0A0G2K8C7;Q5PQT2,tr|A0A0G2K8C7|A0A0G2K8C7_RAT Phosphatidylinositol-3-phosphate phosphatase OS=Rattus norvegicus OX=10116 GN=Mtmr3 PE=1 SV=1;sp|Q5PQT2|MTMR3_RAT Myotubularin-related protein 3 OS=Rattus norvegicus OX=10116 GN=Mtmr3 PE=1 SV=1,0,0,0,0,0,0,17535,0,0,0,0,0,6462.4,0,17476
R9PXU6;A0A0G2K8V2;P85972,tr|R9PXU6|R9PXU6_RAT Metavinculin OS=Rattus norvegicus OX=10116 GN=Vcl PE=1 SV=1;tr|A0A0G2K8V2|A0A0G2K8V2_RAT Metavinculin OS=Rattus norvegicus OX=10116 GN=Vcl PE=1 SV=1;sp|P85972|VINC_RAT Vinculin OS=Rattus norvegicus OX=10116 GN=Vcl PE=1 SV=1,283000,653210,158330,567950,676870,169090,207380,349770,327610,256060,374960,280170,101840,304430,677910
A0A0G2KAV8;F1LYS1;A0A0G2KA18;A0A0G2K708;A0A0G2JT77;Q9JIR4-2;Q9JIR4,tr|A0A0G2KAV8|A0A0G2KAV8_RAT Regulating synaptic membrane exocytosis protein 1 OS=Rattus norvegicus OX=10116 GN=Rims1 PE=1 SV=1;tr|F1LYS1|F1LYS1_RAT Regulating synaptic membrane exocytosis protein 1 OS=Rattus norvegicus OX=10116 GN=Rims1 PE=1 SV=3;tr|A0A0G,0,0,0,0,0,0,0,0,0,37905,0,0,0,9025.7,0
Q70AM4;A0A0G2K8Z9,tr|Q70AM4|Q70AM4_RAT Kinesin 13B OS=Rattus norvegicus OX=10116 GN=Kif13b PE=1 SV=1;tr|A0A0G2K8Z9|A0A0G2K8Z9_RAT Kinesin family member 13B OS=Rattus norvegicus OX=10116 GN=Kif13b PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0G2K904;Q568Z5,"tr|A0A0G2K904|A0A0G2K904_RAT RCG56631, isoform CRA_d OS=Rattus norvegicus OX=10116 GN=Sltm PE=1 SV=1",0,9970.9,0,41826,0,0,8950,16635,0,13649,19102,0,0,8462.2,0
A0A0G2K911;O35987,tr|A0A0G2K911|A0A0G2K911_RAT NSFL1 cofactor p47 OS=Rattus norvegicus OX=10116 GN=Nsfl1c PE=1 SV=1;sp|O35987|NSF1C_RAT NSFL1 cofactor p47 OS=Rattus norvegicus OX=10116 GN=Nsfl1c PE=1 SV=1,39886,118990,162750,43412,0,48551,207110,103140,60191,78588,44676,72972,194210,45139,38860
A0A0G2K945;D4A7Q9,tr|A0A0G2K945|A0A0G2K945_RAT General transcription factor IIIC subunit 3 OS=Rattus norvegicus OX=10116 GN=Gtf3c3 PE=1 SV=1;tr|D4A7Q9|D4A7Q9_RAT General transcription factor IIIC subunit 3 OS=Rattus norvegicus OX=10116 GN=Gtf3c3 PE=1 SV=1,0,0,0,0,0,0,0,0,0,8233.8,0,0,76836,0,62928
D3ZJU5;A0A0G2K9D6,"tr|D3ZJU5|D3ZJU5_RAT SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1 (Predicted), isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Smarcc1 PE=1 SV=1;tr|A0A0G2K9D6|A0A0G2K9D6_RAT SWI/SNF-related, matrix-associ",37980,0,10625,0,0,0,0,0,0,0,0,0,174990,0,454490
A7BJV7;A0A0G2K9F0;Q810T5-2;Q810T5,tr|A7BJV7|A7BJV7_RAT Histone acetyltransferase (Fragment) OS=Rattus norvegicus OX=10116 GN=HBO1 PE=2 SV=1;tr|A0A0G2K9F0|A0A0G2K9F0_RAT Histone acetyltransferase OS=Rattus norvegicus OX=10116 GN=Kat7 PE=1 SV=1;sp|Q810T5-2|KAT7_RAT Isoform 2 of Histone acety,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0G2K9F7;A8C4G9,"tr|A0A0G2K9F7|A0A0G2K9F7_RAT Zinc finger, MYND-type-containing 8 OS=Rattus norvegicus OX=10116 GN=Zmynd8 PE=1 SV=1;tr|A8C4G9|A8C4G9_RAT Spikar OS=Rattus norvegicus OX=10116 GN=Zmynd8 PE=1 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D4A3Q2;A0A0G2K9G6,tr|D4A3Q2|D4A3Q2_RAT Stromal antigen 1 OS=Rattus norvegicus OX=10116 GN=Stag1 PE=1 SV=1;tr|A0A0G2K9G6|A0A0G2K9G6_RAT Stromal antigen 1 OS=Rattus norvegicus OX=10116 GN=Stag1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,323630,0,0,0,0,98853
A0A0G2K9M8;Q9Z340-2;Q9Z340,tr|A0A0G2K9M8|A0A0G2K9M8_RAT Partitioning defective 3 homolog OS=Rattus norvegicus OX=10116 GN=Pard3 PE=1 SV=1;sp|Q9Z340-2|PARD3_RAT Isoform 2 of Partitioning defective 3 homolog OS=Rattus norvegicus OX=10116 GN=Pard3;sp|Q9Z340|PARD3_RAT Partitioning defec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0G2K9T2,tr|A0A0G2K9T2|A0A0G2K9T2_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,265280,0,175290
A0A0G2K9W7;P98158,tr|A0A0G2K9W7|A0A0G2K9W7_RAT Low-density lipoprotein receptor-related protein 2 OS=Rattus norvegicus OX=10116 GN=Lrp2 PE=1 SV=1;sp|P98158|LRP2_RAT Low-density lipoprotein receptor-related protein 2 OS=Rattus norvegicus OX=10116 GN=Lrp2 PE=1 SV=1,11699,0,0,0,0,0,0,0,39491,0,0,0,0,1832,780290
A0A0G2JT93;Q9WU82,"tr|A0A0G2JT93|A0A0G2JT93_RAT Catenin (Cadherin associated protein), beta 1, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Ctnnb1 PE=1 SV=1;sp|Q9WU82|CTNB1_RAT Catenin beta-1 OS=Rattus norvegicus OX=10116 GN=Ctnnb1 PE=1 SV=1",39391,0,117010,56370,0,21728,88722,21847,30662,35228,28946,56643,50839,58089,69577
F1LS40;A0A0G2KAN1;A0A0G2K5E8;P02466,"tr|F1LS40|F1LS40_RAT Collagen alpha-2(I) chain OS=Rattus norvegicus OX=10116 GN=Col1a2 PE=1 SV=3;tr|A0A0G2KAN1|A0A0G2KAN1_RAT Collagen alpha-2(I) chain OS=Rattus norvegicus OX=10116 GN=NEWGENE_621351 PE=1 SV=1;tr|A0A0G2K5E8|A0A0G2K5E8_RAT Collagen, type I,",1697900,1119800,98766,844670,670860,2452200,509380,1734700,590030,146000,455720,73507,781130,347580,253950
A0A0G2KAW2;A0A0G2K2Z9;F1LS65,"tr|A0A0G2KAW2|A0A0G2KAW2_RAT Signal-induced proliferation-associated 1 like 1, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Sipa1l1 PE=1 SV=1;tr|A0A0G2K2Z9|A0A0G2K2Z9_RAT Signal-induced proliferation-associated 1-like protein 1 (Fragment) OS=Rattus norve",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D3ZHI9;A0A0G2JTA1,tr|D3ZHI9|D3ZHI9_RAT Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit OS=Rattus norvegicus OX=10116 GN=Ppp2r5e PE=1 SV=1;tr|A0A0G2JTA1|A0A0G2JTA1_RAT Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit OS=Rattus norvegicus OX,0,0,0,0,0,22710,0,35160,0,0,0,0,0,0,0
