Protein_names	Gene_names	UniprotID	LFQ_intensity_1_1	LFQ_intensity_1_2	LFQ_intensity_2_1	LFQ_intensity_2_2	LFQ_intensity_20_1	LFQ_intensity_20_2	LFQ_intensity_22_1	LFQ_intensity_22_2	LFQ_intensity_28_1	LFQ_intensity_28_2	LFQ_intensity_29_1	LFQ_intensity_29_2	LFQ_intensity_31_1	LFQ_intensity_31_2	LFQ_intensity_33_1	LFQ_intensity_33_2	LFQ_intensity_36_1	LFQ_intensity_36_2	LFQ_intensity_37_1	LFQ_intensity_37_2	LFQ_intensity_39_1	LFQ_intensity_39_2	LFQ_intensity_4_1	LFQ_intensity_4_2	LFQ_intensity_25_1	LFQ_intensity_25_2	LFQ_intensity_8_1	LFQ_intensity_8_2	LFQ_intensity_9_1	LFQ_intensity_9_2__
Myotubularin-related protein 12	Mtmr12	Q5FVM6	0	0	0	0	14200	9604.9	42558	40549	38284	31140	59138	27588	50812	88459	0	9087.4	37384	45146	50741	74428	54463	39263	44807	11016	35693	31909	27405	0	0	69672
Lysophospholipid acyltransferase 5	Lpcat3	Q5FVN0	0	0	0	0	72192	71581	87312	93670	343480	0	311610	282920	230940	234990	31293	51012	19861	0	237020	229050	165430	0	40860	29251	0	0	142430	170040	18202	7257.9
Starch-binding domain-containing protein 1	Stbd1	Q5FVN1	0	0	0	0	0	0	6035.7	5136.4	0	0	3176.7	1562.7	0	0	0	0	0	0	3769.5	0	0	0	0	0	0	0	6232.9	0	0	0
Malectin	Mlec	Q5FVQ4	86471	129770	106900	14040	42663	41077	69318	46467	21122	26618	56870	54878	54876	47471	54858	56528	70569	76386	34888	44545	60549	60062	36545	34360	74077	71043	106000	101380	21102	24251
NLR family member X1	Nlrx1	Q5FVQ8	30753	46294	28278	19204	30906	38402	43147	33868	50119	54865	22266	19706	40327	40088	32056	23858	39037	43601	31755	25357	32872	49254	73891	74744	46759	44684	56268	29791	0	0
Tubulin-specific chaperone E	Tbce	Q5FVQ9	0	0	0	0	0	0	0	0	0	0	3545.2	3873.6	0	0	0	0	0	3172.4	1160.9	0	3330.8	2884.4	4538.9	2516.6	0	1685.2	0	0	21662	0
Ubiquitin-like domain-containing CTD phosphatase 1	Ublcp1	Q5FWT7	0	4115.8	5355.6	5523.2	0	0	0	3826	5877.3	0	0	0	4827.1	6448.3	3214.1	0	8494.3	10641	5031.6	0	7709.5	0	0	0	8433.7	10134	4571.8	0	5333.7	5153.1
AH receptor-interacting protein	Aip	Q5FWY5	2738.3	0	74192	10631	3368	6119.8	0	3218.6	3035.9	5051.8	10124	10600	8308.7	6815.7	10118	9566	4454.1	4325.9	5711.6	9026.6	3634.1	3769.5	18021	17181	7114	5287.6	5285.5	0	6735.7	8983.2
Protein IMPACT	Impact	Q5GFD9	0	0	0	0	9614.2	10731	0	1233.4	0	7824.2	4357.4	2960.7	14526	13230	11783	13454	2404.8	2002.2	4199.3	0	0	0	11573	14153	0	3045.6	2367.2	1720.3	1560.6	2954.8
Methylthioribose-1-phosphate isomerase	Mri1	Q5HZE4	13838	27824	20289	16086	4426.5	1177.6	10839	11131	7614.6	8461.9	3772.1	4192.6	23935	22924	13511	16503	12490	13690	6765	7241	10073	6416.3	0	0	8129.4	13876	6836	7974.8	10056	10060
Protein phosphatase 1 regulatory subunit 7	Ppp1r7	Q5HZV9	0	9999.7	22993	20729	21657	21266	17693	11406	22694	18123	22241	17930	21555	20760	12736	5625.4	17274	16945	15445	14824	16233	14969	23008	20416	14918	14384	13504	19902	11831	12982
Placenta-expressed transcript 1 protein	Plet1	Q5HZW7	0	3034	39672	41842	2434.6	1962.9	0	0	0	0	0	0	6324.5	6192.8	7705.7	10168	0	0	0	0	0	0	7731.9	7162.5	0	0	0	0	0	0
UBX domain-containing protein 4	Ubxn4	Q5HZY0	0	0	51998	17260	43882	26274	32236	30015	60559	0	5081	45653	0	0	0	0	33492	27429	24718	25854	50474	43556	35442	0	27444	38410	15626	0	0	0
GTP-binding protein SAR1b	Sar1b	Q5HZY2	53934	35134	32290	28997	16098	17036	22603	18340	17154	0	12458	13365	9692.1	6454.5	28695	35436	22914	26661	10156	13885	36577	38536	0	25843	21642	23990	32090	33611	5212.7	3872
"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial"	Mccc1	Q5I0C3	0	0	3240.5	7202.3	3647	4054.1	9815.1	8418	10602	12842	10107	9620.8	20764	19410	7919	5120.9	6438.5	9135.1	13532	14085	10483	1099.5	85747	91348	10243	11437	7294.8	5857.8	0	4811.4
Glyoxalase domain-containing protein 4	Glod4	Q5I0D1	117710	122530	68074	66563	110770	115010	81100	83010	97442	90481	83146	83673	104060	94457	67004	74449	83821	72970	81917	79957	83941	59993	116940	113510	95412	85951	75090	78141	116040	130270
Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	Lhpp	Q5I0D5	0	0	11993	10186	9246	9226.5	18157	15787	15707	14157	22710	24723	22804	20561	5182.8	0	18081	19684	29179	19388	18063	16643	52148	55724	12835	11565	7626.4	7999.9	63946	73937
Xaa-Pro dipeptidase	Pepd	Q5I0D7	29463	30356	35050	31216	13651	20367	64834	57435	29751	29036	15516	0	14398	14712	16554	19895	61313	57970	25741	30809	57230	62476	76129	88139	62427	63730	46297	39037	0	0
Transmembrane emp24 domain-containing protein 9	Tmed9	Q5I0E7	6886.4	41868	26068	33676	115660	118390	56001	47835	56154	28403	40722	43828	50000	45067	73089	75037	71616	71839	39060	49225	70030	63545	44359	44977	59795	64931	58582	58754	121690	133070
Glycine--tRNA ligase	Gars	Q5I0G4	21259	7361.2	15479	13994	28630	31407	21624	22690	18718	20028	34070	33644	16490	13350	17159	21799	16663	15678	19918	17979	26382	36421	28833	31751	33930	34970	33197	34827	16352	11845
Small ubiquitin-related modifier 1	Sumo1	Q5I0H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6823.8	6189.6
Transmembrane and coiled-coil domains protein 1	Tmco1	Q5I0H4	10435	9239.5	11530	7683.6	26273	22693	28284	27511	7684.1	5353.6	12606	12967	7176.7	9095.8	0	29804	13527	17051	0	21031	19737	0	18334	0	28615	26362	0	0	1478.4	0
Protein disulfide-isomerase A5	Pdia5	Q5I0H9	0	0	0	0	21212	6406.9	11476	4171.3	23706	23747	22566	3830.8	0	0	7850	16686	15064	22016	0	0	15612	17772	0	0	0	0	0	0	21730	13867
PHD finger protein 11-like	Phf11l	Q5I0J8	0	581180	294600	439580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytosolic Fe-S cluster assembly factor NUBP1	Nubp1	Q5I0L4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651.3	0	0	0	0	5235	3727.1	0	0	0	2485.1	6023	7777.2
"Glycine cleavage system H protein, mitochondrial"	Gcsh	Q5I0P2	157340	21865	30387	29039	46909	47469	91138	90362	77644	78055	117930	104690	66488	66246	44526	43398	97299	96665	94123	91644	106710	102090	41112	40454	113270	113810	78973	79911	127320	101980
N-acylethanolamine-hydrolyzing acid amidase;N-acylethanolamine-hydrolyzing acid amidase subunit alpha;N-acylethanolamine-hydrolyzing acid amidase subunit beta	Naaa	Q5KTC7	0	49166	23063	17963	11749	10547	15768	16929	10859	10984	7142.6	5686.4	11265	9529.2	0	12270	24826	19700	11441	7243.9	7321.9	7812.7	18887	5207.3	14009	21639	8523.2	6931.3	33830	44417
Ubiquitin-like modifier-activating enzyme 5	Uba5	Q5M7A4	0	0	0	0	4415	4370.7	4867.2	4821.5	0	4146.3	9536.6	8869.2	0	0	7276.6	10730	5440.5	4879.3	2180.5	2830.7	4145.2	3393.3	0	0	0	8082.7	17049	17244	32947	34128
CB1 cannabinoid receptor-interacting protein 1	Cnrip1	Q5M7A7	5978.6	0	14657	20691	15952	16994	13439	14567	12377	12272	6822.1	0	29787	29608	4988.4	0	10276	10657	6310.2	12299	7437.7	7202.5	0	0	12644	8090.8	13245	14751	0	0
Threonine synthase-like 2	Thnsl2	Q5M7T9	0	0	2568.4	1948.5	0	0	10079	11045	15887	16475	13837	13634	21734	21207	6171.5	4604.2	9591.7	11156	8711.7	11734	12691	12301	5632.8	7115.9	11458	15221	7817.2	8088.7	0	0
Actin-related protein 2	Actr2	Q5M7U6	59346	85081	82279	72629	91494	92078	103400	106730	128220	146540	72996	76625	106730	108060	94229	108700	100130	107280	128290	130420	80402	77302	38738	42616	101940	101740	104210	112600	111290	124120
Thyroid hormone receptor-associated protein 3	Thrap3	Q5M7V8	7207.4	18371	22500	25305	0	28340	21428	19224	47560	43966	15548	14896	33589	38135	25392	30409	27642	29315	25109	19384	21107	21851	12712	60256	28233	25920	15634	11469	28639	32457
Thioredoxin-interacting protein	Txnip	Q5M7W1	0	0	0	0	0	0	9140.9	6385	4605.3	0	1930.5	1717.4	5309.3	3619.6	0	0	6291.9	6067.8	29913	26521	1650.1	3107.5	7930.9	7653.1	0	2401.9	15187	19662	0	0
Microtubule-associated protein 4	Map4	Q5M7W5-2	90955	106230	137410	145040	222180	216720	191290	191910	260640	332340	225050	232380	215300	223250	150300	183330	142090	137140	216580	238000	161120	149430	126550	155010	174940	164130	238910	250120	359060	350920
Protein ITFG3	Itfg3	Q5M7W6	0	0	0	0	2959.1	3814.5	2606.2	6184.4	0	0	4111.3	4833	2837.3	2788.2	0	0	3038.1	4111	8089	7534.2	4072.4	4852.5	4706.3	0	2308.9	0	4262.5	0	3441.3	1951.9
Protein Hikeshi		Q5M808	0	0	19497	12209	0	0	19879	6220.9	9456.2	9217.1	0	16475	16693	0	0	0	20438	21480	17747	12773	25297	20588	0	0	27092	37535	0	23948	8833.3	0
SHC-transforming protein 1	Shc1	Q5M824	0	0	0	0	0	0	3058	3804.4	0	0	6016	6053.3	0	0	0	0	0	0	0	0	6685.4	7378.5	0	0	4892.1	0	0	0	0	0
Pirin	Pir	Q5M827	0	4727.1	7292.5	8486.9	0	0	4673.5	6881.1	2850.1	1331.7	0	4218.9	13587	22250	0	0	1909	0	8703.5	0	2140.3	2687.4	35591	36418	0	0	0	2070.8	0	0
2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3	Ogfod3	Q5M843	0	0	3171.7	0	5621.8	5178.5	1303.1	0	1326.4	0	0	0	0	0	2710.6	0	0	750.04	0	0	0	0	0	0	0	0	0	0	23202	22300
N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming)	Acy3	Q5M876	4540.9	7062.8	22865	17278	4789.3	0	6292.5	8667.5	0	0	0	5097.9	18827	17746	4008.8	4452.3	1501.4	4092.9	5402.9	0	5664.7	17037	30639	42861	13230	6378.2	0	0	9162.5	10152
Torsin-3A	Tor3a	Q5M936	43244	36347	9651.1	0	14223	16761	22520	22277	100810	46933	16285	19694	0	45554	17820	18509	25944	23735	19625	16614	30721	24095	21754	20479	19820	28869	16941	17156	46378	47100
N-acylneuraminate-9-phosphatase	Nanp	Q5M969	0	0	0	0	0	0	2186.9	0	0	0	0	0	0	886.7	0	0	0	0	0	2482.8	624.02	556.62	0	0	0	0	0	0	916.56	0
N-terminal kinase-like protein	Scyl1	Q5M9F8	25287	0	12055	0	22528	24198	18086	37199	0	0	20848	32918	66951	61740	15108	18846	19273	12043	42685	45353	23243	21219	0	0	28740	0	0	0	59228	5818.2
Protein HEXIM1	Hexim1	Q5M9G1	0	0	2655.4	2388.1	0	0	0	0	2393.6	5150.5	0	4308.2	9844.9	6371.5	1738.3	0	1858.7	0	3210.7	2511.1	2238.7	3147.3	3666.3	3021.7	0	0	2162.2	0	7531.4	7571.9
Caprin-1	Caprin1	Q5M9G3	0	8415.5	22840	21145	39380	41036	34167	35016	24880	31923	41185	46462	23297	23987	23868	37256	41372	32545	36284	31060	37302	37368	21381	21414	29037	29371	28632	30793	35989	43328
Protein TBRG4	Tbrg4	Q5M9G9	0	0	0	0	25623	24177	5114	3809.8	3953.2	3436.2	24788	16891	26238	17707	0	5346.9	0	2683.1	0	0	3942.6	0	50463	59589	0	0	0	0	135710	138900
Leucine-rich repeat-containing protein 41	Lrrc41	Q5M9H1	0	0	0	0	41958	43457	0	0	15515	14120	0	0	0	0	17247	0	0	4320.1	0	0	13428	11966	0	0	0	47540	162100	0	0	0
"Cytochrome b-c1 complex subunit 6, mitochondrial"	Uqcrh	Q5M9I5	17833	20621	21330	15445	30189	29657	56365	56065	53017	55246	45292	47604	42951	37516	41060	40912	77298	72030	44731	42719	53281	59308	22160	20868	67048	72044	45301	45970	44246	38751
Enolase-phosphatase E1	Enoph1	Q5PPH0	3675.3	0	31483	42867	12876	14641	19697	20258	7852.3	10391	8744.3	10224	11633	13091	17935	12230	20779	17847	14200	11338	15667	18265	0	0	20439	22599	19586	17464	7521.3	7621
Serine/arginine-rich splicing factor 9	Srsf9	Q5PPI1	7067.3	0	0	0	11329	10391	8967.1	13479	0	9591.9	0	0	0	46573	0	8719.3	15587	19168	0	0	12587	16353	0	0	13202	1906.9	8656	0	3420.7	4684.7
Tubulin polymerization-promoting protein family member 3	Tppp3	Q5PPN5	27395	64666	18926	63819	35775	39809	35322	37892	18923	17534	57680	55415	25877	25400	30204	29354	34624	31496	32307	31837	16754	14508	119590	122780	20373	22333	31682	24632	10026	8747.1
Pyrroline-5-carboxylate reductase 3	Pycrl	Q5PQJ6	0	0	0	9482.2	0	0	6240.8	13637	0	12646	30189	28572	35090	34711	0	0	21203	21583	21753	26429	19038	0	28299	29725	12926	14894	12922	17021	15169	17809
Integral membrane protein 2C;CT-BRI3	Itm2c	Q5PQL7	0	0	14588	11395	15663	16299	25532	18356	0	0	30810	29286	20953	19140	0	0	28107	30212	28958	29036	21811	19665	30285	0	17692	11492	8481.9	0	0	0
Kinesin light chain 4	Klc4	Q5PQM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2360.6	2565.7	0	6729.8	0	5817.8	8145	8718.2
Protein LZIC	Lzic	Q5PQN7	0	0	27226	38758	26888	23727	32360	30107	34034	32615	35029	31516	38800	35826	15431	13704	33738	30432	26245	23315	28794	30641	27991	31738	28533	28862	22827	22980	39935	36485
"RNA-binding motif, single-stranded-interacting protein 1"	Rbms1	Q5PQP1	0	0	1328.7	0	0	0	8639.1	0	11350	7342.9	8248.9	0	0	1942.8	8786.4	10873	9787.6	13617	2974.7	3118.9	16135	16721	710.35	4037.6	0	14421	9736.5	0	0	0
"tRNA modification GTPase GTPBP3, mitochondrial"	Gtpbp3	Q5PQQ1	0	0	0	0	0	0	2055.2	0	0	0	0	0	0	0	0	0	2086.2	0	3087.9	0	0	0	2262.1	2345.9	0	0	772.67	0	0	0
WW domain-binding protein 11	Wbp11	Q5PQQ2	0	0	4334.8	5383.9	0	0	0	0	0	2975.3	0	0	0	0	3979.2	1681.2	0	1604.7	0	0	0	4021.7	0	0	0	0	0	0	0	0
Arginine/serine-rich coiled-coil protein 2	Rsrc2	Q5PQR4	14601	5887.6	0	7452	0	10257	13701	6692.6	0	0	12606	11046	31330	24356	0	20651	14970	14818	14865	23931	0	0	0	790.49	8828.1	10536	6498.5	5958.9	25859	28891
Torsin-1A-interacting protein 1	Tor1aip1	Q5PQX1	20289	11266	9301.8	12193	22950	21490	30674	29590	33118	33681	28391	30482	35252	38243	14550	15164	29315	28715	38488	36303	33095	32120	76287	63502	26397	27917	23287	24821	12624	44368
A-kinase anchor protein 12	Akap12	Q5QD51	19252	47586	104550	84124	86603	88385	65030	62832	86199	86912	103240	124290	169270	164250	47083	39328	53934	62575	96562	94577	51902	60964	74258	66828	58590	42131	46699	30665	9095.7	83584
A-kinase anchor protein 12	Akap12	Q5QD51-2	0	0	0	0	0	0	0	0	21546	26516	0	0	0	0	14762	0	0	0	0	0	0	19727	0	20214	0	19903	0	22723	0	0
BAG family molecular chaperone regulator 5	Bag5	Q5QJC9	0	0	0	0	1957.4	2903.3	0	4313.7	0	1627.1	5753.9	4834.7	3927.5	6127.7	0	2126.8	3656.3	4574	2889.7	2643.6	5248.1	4658.9	7801.4	6935.8	3337.6	3351.3	2935.9	0	3312.7	0
Aldose reductase-related protein 1	Akr1b7	Q5RJP0	62246	68188	63652	63050	40809	40288	43559	49244	45452	43390	25311	28517	49224	46939	24199	18207	43453	29448	32381	33298	27602	11035	7989.1	9908	49114	44725	29586	21506	0	9828
NAD-dependent protein deacetylase sirtuin-2	Sirt2	Q5RJQ4	0	0	0	0	0	0	0	0	0	0	0	4914.4	0	0	0	0	1532.3	1056.3	0	0	0	6299.4	15460	15271	0	1131.5	1924.5	5528.1	4337.7	5931
Twinfilin-1	Twf1	Q5RJR2	11506	8874	9886.7	14587	45700	39708	38611	38488	34334	43166	39586	36354	20090	17992	28182	33056	27650	27057	43310	38931	29100	26704	9384.5	17492	30614	28596	31621	34175	92628	90150
Leucine-rich repeat-containing protein 59	Lrrc59	Q5RJR8	36220	47523	29040	34388	96786	98095	82056	88132	72483	83276	79206	83634	43996	41663	82241	76812	90006	90656	74399	71260	97270	102860	39146	36357	78485	70347	65888	63488	169460	125130
pre-rRNA processing protein FTSJ3	Ftsj3	Q5RJT2	0	0	0	0	1703.1	0	0	0	0	8011.3	0	0	0	0	0	0	0	0	0	0	0	12971	0	0	0	0	0	0	66067	60178
Dehydrogenase/reductase SDR family member 7B	Dhrs7b	Q5RJY4-2	0	0	0	0	8629.8	4662.8	2414.1	1591.9	2714	5890	0	1948.9	2739.1	0	0	4567.7	2947.6	3874.2	0	1286.2	0	0	11850	11817	0	990.06	0	0	24933	23090
Short coiled-coil protein	Scoc	Q5RJZ6	0	0	0	0	19254	12369	17660	18772	6369.3	2628	15713	15078	11719	12893	7800.2	9495.7	15262	13812	11514	9099.3	19637	18073	13335	11138	15319	13646	11534	12274	0	1552.8
"39S ribosomal protein L46, mitochondrial"	Mrpl46	Q5RK00	0	0	0	0	7407.3	2115.9	5345.1	5880.7	4451.1	7333.2	13110	2269.7	7357.5	0	0	0	9953.2	11938	5042.6	1713.1	10285	9921	0	0	4493.7	5813.5	0	0	7332.1	10655
Eukaryotic translation initiation factor 3 subunit G	Eif3g	Q5RK09	20924	21546	33076	29760	52008	48394	38195	37874	44367	46522	52827	48906	53066	55906	50678	49903	39801	38840	38883	37230	45264	44018	57267	58670	33555	29567	27383	38705	149490	151220
Solute carrier family 12 member 7	Slc12a7	Q5RK27	0	0	0	0	0	0	0	0	7625.5	9755.8	7570.4	7541.3	0	0	0	0	7184.7	8878.7	0	0	0	0	0	0	0	6593.4	0	0	100990	94846
Normal mucosa of esophagus-specific gene 1 protein	Nmes1	Q5RK28	0	0	0	0	0	0	10738	10728	4381	0	3653.1	5583.2	0	0	0	0	0	3269.3	7422	7243	0	2783	0	2308.2	9781.8	12588	5437.2	12324	27483	26124
Putative oxidoreductase GLYR1	Glyr1	Q5RKH0	6373.6	5696.7	9659.6	6937.9	3306.5	2372.7	1433.1	1811.6	4110.8	6517.4	6344.2	2790.3	10227	10456	5335.2	8491.5	0	0	2179.7	1675.3	3790.7	0	13185	24820	2763.7	0	0	2524.5	0	0
Serine/threonine-protein kinase PRP4 homolog	Prpf4b	Q5RKH1	0	0	5778.8	5221.9	0	0	0	6790.7	17805	20087	10243	10045	13804	0	2187.8	0	8172.7	9728.9	9345.4	8039.7	6354.9	4640.9	0	0	0	4672.5	5991.9	6219.4	28376	29373
Protein OS-9	Os9	Q5RKH6	0	0	0	0	5117.4	3596.2	0	0	0	0	0	0	0	0	2012.6	0	0	0	0	0	0	0	3598.7	2860.1	0	0	0	0	5273.1	5097.7
WD repeat-containing protein 1	Wdr1	Q5RKI0	100950	98963	84821	85791	108310	108370	153160	147730	122690	126170	141500	148460	140040	127430	122400	128400	124420	123100	160150	157080	134140	143190	130650	124630	142730	145550	155550	155440	94717	113010
"Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed"	Eif4a2	Q5RKI1	104100	74303	80178	81860	133330	122170	118140	113740	142990	132370	166550	145560	135660	137270	101940	115090	123580	118200	136770	122150	132690	122350	107660	96722	123960	126990	147360	148140	107750	75443
Metalloreductase STEAP3	Steap3	Q5RKL5	0	0	0	0	0	4449.9	1928.9	0	11183	11696	0	0	0	0	0	0	5387.7	6645.4	0	0	0	4978.5	0	0	11818	8968.4	5273.2	0	8670.4	8774.8
"Leucine-rich PPR motif-containing protein, mitochondrial"	Lrpprc	Q5SGE0	4623	0	16919	11993	45753	45098	39334	47094	24521	24815	39960	34976	28703	24817	35491	39418	42438	44222	32774	30370	60805	67400	80348	49805	57176	47989	30610	27769	49963	51110
"Oligoribonuclease, mitochondrial"	Rexo2	Q5U1X1	0	0	9429.6	6052.2	7475.3	6363.5	50998	57601	51534	51434	17687	16087	4035	5562.4	0	0	48463	43629	33857	37416	36716	37341	0	0	35716	39969	49126	39430	0	0
Ras-related protein Rab-34	Rab34	Q5U1Y1	0	6600.3	7235.6	7620.1	6685.2	6736.5	9889.4	0	21125	16169	17196	19823	26707	26716	0	0	13312	11895	15431	14911	11933	13038	5563.7	11138	9070.6	10136	8743.5	9692.4	5523	0
Trafficking protein particle complex subunit 3	Trappc3	Q5U1Z2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2774.6	7905.3	7183.5	0	0	0	0	5178.3	4850.3
"Protein preY, mitochondrial"	Pyurf	Q5U1Z8	0	5067.4	15699	13135	0	0	0	0	0	0	0	0	0	0	0	0	0	4366.4	0	0	6535.6	0	0	0	1009.9	1657.4	0	0	0	0
Ragulator complex protein LAMTOR3	Lamtor3	Q5U204	0	21623	16880	16939	10943	10475	11686	9131.1	13277	18585	8102.1	6947.6	13053	14490	14589	18703	11302	11309	9008.9	10506	4543	23497	22608	23176	10632	8934.3	12414	10026	6652	6313.5
Calmodulin-like protein 3	Calml3	Q5U206	0	0	33715	22471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29722	33295	0	4055.3	0	0	0	2901.4
Sorting nexin-3	Snx3	Q5U211	3341.9	61849	68677	62186	80405	78063	86972	75774	94162	109450	23511	21847	87626	80861	107750	85032	104660	99484	36089	41343	57564	123760	0	12773	82001	79986	69635	55045	138310	134950
ATP-dependent RNA helicase DDX39A	Ddx39a	Q5U216	0	0	9972.8	0	104140	89454	42872	46302	53555	54940	181820	118030	57929	56422	46519	82933	41165	35598	103000	105740	34424	39581	16840	16149	33454	34511	16894	39953	55843	61019
DDB1- and CUL4-associated factor 8	Dcaf8	Q5U2M6	4066.5	6180.9	13315	14927	14462	13701	15568	17893	27599	26066	21355	20711	23387	24882	10796	11436	12203	14581	19951	22710	13197	14757	24772	24215	12822	17470	14654	14323	4993.5	10407
CTP synthase 2	Ctps2	Q5U2N0	46480	11327	16817	20086	17538	16918	12111	12408	18203	19153	11660	12840	35172	34778	22472	22969	6463	10682	8451.6	12301	9654.5	12906	0	0	12874	11261	6696.2	4579.3	22357	27722
Metal transporter CNNM2	Cnnm2	Q5U2P1	83155	9213	22007	19208	48474	44930	87272	0	70303	61625	93661	91401	85365	83621	34535	0	37606	6778.3	135540	133140	0	0	10106	0	97016	0	15033	0	0	0
Ester hydrolase C11orf54 homolog		Q5U2Q3	0	0	7485.5	0	2109.8	0	4446.5	2440	0	0	3366.6	2862.5	5996.2	0	0	0	5418.2	5523.6	0	3811.9	3765	0	6141.5	7743.1	4625.3	3963.3	0	0	0	0
Eukaryotic peptide chain release factor subunit 1	Etf1	Q5U2Q7	0	0	20797	21606	26755	29724	17606	13500	23388	18612	52027	32882	16848	22182	36066	9287.8	5530.8	7228	34299	53025	18781	18437	21066	36693	21153	16921	26978	16496	57805	57115
Methionine adenosyltransferase 2 subunit beta	Mat2b	Q5U2R0	8192.3	3843.7	18455	11780	29769	23851	7650.8	13853	8247.8	37626	19726	31640	17240	31209	12614	21419	17940	13851	9853	12272	13296	25132	87139	81249	14238	40601	9392	28990	197980	351200
LDLR chaperone MESD	Mesdc2	Q5U2R7	0	0	3278.8	0	28870	32225	8848.3	9475.1	3644.5	0	7809.9	6293.6	4662.8	5936.6	31302	32043	10047	11238	4744	8613.4	10566	2734.7	12297	15545	8427.2	7165.1	6190.8	0	88087	106890
Crk-like protein	Crkl	Q5U2U2	0	21033	21496	23422	32049	28122	37100	33427	24168	22987	27689	28044	34859	38566	38261	35385	40946	39759	27578	28032	44282	39932	10639	12261	35420	39329	26299	23751	18939	12267
mRNA cap guanine-N7 methyltransferase	Rnmt	Q5U2U7	20115	0	25828	20464	29691	36442	36688	41159	33642	33287	25786	0	0	15640	26633	29144	54044	31273	22957	0	38826	36711	18669	20955	36815	47688	32263	27323	0	10452
Phospholipase B-like 1;Phospholipase B-like 1 chain A;Phospholipase B-like 1 chain B;Phospholipase B-like 1 chain C	Plbd1	Q5U2V4	0	0	0	121.72	553.24	469.47	675.2	0	0	0	0	0	0	0	0	0	512.62	155.17	0	0	0	0	65338	64228	0	0	0	0	209.76	0
ER membrane protein complex subunit 3	Emc3	Q5U2V8	0	0	7307.9	3732	21053	24387	8663.2	11674	0	2025.8	13304	10717	2078.1	0	13454	8178	12064	12026	5436.2	9523.2	12355	9762.5	0	0	12902	12669	12296	13562	14306	29666
General transcription factor II-I	Gtf2i	Q5U2Y1-2	31697	65487	62992	59312	28233	24418	41763	55856	44730	44040	23926	24722	33266	32599	45935	49345	68551	66728	46884	48094	75563	69083	0	0	48838	44187	26025	38181	0	0
Nucleosome assembly protein 1-like 4	Nap1l4	Q5U2Z3	89954	142050	91158	172330	136170	139280	142410	131530	124560	125950	137060	122630	87817	115770	78833	88817	121320	120640	104220	90510	172520	153320	105060	100350	137960	148880	111870	102750	106260	123760
Ubiquitin-like modifier-activating enzyme 1	Uba1	Q5U300	196150	234290	235800	231570	354470	376520	227930	228450	248100	283690	265840	272110	259700	245730	232220	240560	250790	237060	242410	222840	239270	234920	261780	276270	226800	247970	206770	197650	308230	415760
A-kinase anchor protein 2	Akap2	Q5U301	24120	12832	20875	27552	69550	61537	46627	44454	39901	46989	43814	48831	73614	73433	30285	26133	41763	42133	36677	35222	33335	38454	61774	63557	27740	25968	35022	37244	79965	72067
Ras-related protein Rab-35	Rab35	Q5U316	0	0	0	0	6212.2	5812.9	0	5848.5	0	0	0	0	0	14699	0	5315	0	0	0	6689.2	0	0	0	2952.2	0	0	5477	0	0	0
Pre-mRNA 3-end-processing factor FIP1	Fip1l1	Q5U317	23253	31896	0	0	8934	8348.7	9764.9	8912.6	11229	12451	9147.7	9667.6	14096	13605	9093.2	54015	9179.8	11246	0	0	11304	10997	21378	19056	9278.7	8702.7	6991	9606.9	18330	9627.4
Astrocytic phosphoprotein PEA-15	Pea15	Q5U318	6131.7	13248	14291	11757	12608	11691	16615	17310	0	0	4600.9	11524	0	2323.2	6941.8	12049	10200	8862.5	11848	0	0	0	0	0	11854	12866	8022.2	7539.2	16680	42399
"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"	Plod3	Q5U367	0	0	2198.1	1972.8	172520	182120	3857.2	3043	5957.8	4438.9	2934.8	2403.9	1912.5	3441.6	71570	62073	13500	14428	2010.2	2050.4	5550	4583.6	1147.3	110.55	0	0	4239.8	2670	14694	32998
"Isochorismatase domain-containing protein 2, mitochondrial"	Isoc2	Q5U3Z3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28519	24407	0	0	0	0	0	0
Golgin subfamily A member 4	Golga4	Q5U4E6	0	15482	52577	3809.8	48057	38657	44559	28635	41394	42226	47901	41759	44158	22245	38584	38912	43394	37848	54507	56475	13306	19748	39684	41808	19830	33764	53020	52890	115480	147240
Protein FAM107B	Fam107b	Q5U4F3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9097.9	0	0	0	0	0	0	0	0	0	0	7364.1	0
