Protein_names	Gene_names	UniprotID	LFQ_intensity_R1_1	LFQ_intensity_R1_2	LFQ_intensity_R2_1	LFQ_intensity_R2_2	LFQ_intensity_R20_1	LFQ_intensity_R20_2	LFQ_intensity_R22_1	LFQ_intensity_R22_2	LFQ_intensity_R25_1	LFQ_intensity_R25_2	LFQ_intensity_R28_1	LFQ_intensity_R28_2	LFQ_intensity_R29_1	LFQ_intensity_R29_2	LFQ_intensity_R31_1	LFQ_intensity_R31_2	LFQ_intensity_R33_1	LFQ_intensity_R33_2	LFQ_intensity_R36_1	LFQ_intensity_R36_2	LFQ_intensity_R37_1	LFQ_intensity_R37_2	LFQ_intensity_R39_1	LFQ_intensity_R39_2	LFQ_intensity_R4_1	LFQ_intensity_R4_2	LFQ_intensity_R8_1	LFQ_intensity_R8_2	LFQ_intensity_R9_1	LFQ_intensity_R9_2
V-type	Atp6v1e1	Q6PCU2	0	0	0	0	12357	0	0	0	0	0	0	0	0	0	0	0	6498	3625.2	0	2514.4	0	0	1885.9	2660.3	3908.7	5830.4	0	0	60109	57757
U1	Snrpa	Q5U214	25138	29535	34759	20268	0	9992.4	21395	0	26040	16150	18680	9273.2	0	9738.2	0	7745.2	18424	27474	42883	44615	0	13575	31597	34979	0	0	13944	0	14060	9126
Centrin	Cetn2	G3V9W0	0	0	0	0	10172	0	0	0	0	18217	0	0	0	0	21106	0	0	0	26444	2466.3	7622.1	0	0	0	48893	0	0	0	290000	11940
Multidrug	Abcb1a	Q9JK64	0	0	1272	0	0	0	554.02	0	0	380.27	0	0	0	198.03	4592.9	3369.9	0	0	0	0	0	0	0	0	97993	94000	0	0	0	657.1
ADP-ribosylation	Arfgap3	Q4KLN7	20253	18228	28055	26867	21532	20104	27523	0	23622	23801	36957	40846	16059	19361	20915	22098	15984	15828	39482	37655	15117	0	36975	35510	0	0	22977	23823	0	0
DNA	Dna2	D3ZG52	0	0	0	67552	0	0	0	59997	78234	0	0	0	0	21050	0	100260	0	0	131900	129810	0	0	0	0	0	0	0	0	0	0
Cellular	Cnbp	P62634	22813	20686	13704	16056	0	4275.4	0	0	29126	34174	0	0	0	0	2009.3	0	14467	14933	13061	11705	12609	12399	0	3555.6	25807	24540	31832	26037	25296	23674
Enolase-phosphatase	Enoph1	Q5PPH0	12425	10918	15659	11457	15782	18749	24793	25035	26230	28995	0	12372	11045	13427	13670	15446	23835	16027	26192	12243	16879	13609	22779	21598	0	0	25115	22301	23422	21726
Sqrdl	Sqor	B0BMT9	31818	0	18723	13417	11243	10464	25560	19604	22151	23370	19281	0	7100	10968	21130	0	75711	0	11429	10860	16630	12337	36813	0	23347	24691	0	0	0	0
3-beta-hydroxysterol	A0A0G2JU83	0	10616	20703	24898	34655	29191	0	0	22717	23942	0	0	44239	32606	0	20807	36227	37810	37438	39083	13339	22429	0	17362	0	0	9595	7408.1	29236	28453
Apoptosis	Bax	G3V8T9	0	0	0	0	33696	0	34876	45011	34351	30973	7974.9	22714	13613	0	0	0	0	8083.2	0	10106	23499	22051	36260	37832	0	15383	0	28434	15124	36581
ABPP	App	Q6P6Q5	12429	0	0	3890.2	123530	118600	0	0	0	0	1342.7	0	0	2093.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guanine	Gnl1	A0A0G2K6Q5	0	0	0	0	40008	38581	0	11423	12167	13103	0	0	56064	47347	0	5415.2	0	0	28735	36450	0	25204	0	7269.2	0	0	77886	75319	0	0
Ig-like	F1LYQ4	0	0	2779.6	0	0	0	59359	65651	32921	35442	18664	21850	43526	50340	0	0	0	0	17525	19517	27768	28779	25029	26908	0	0	17676	18268	0	0
O-GlcNAc	Ogt	A0A0G2K3V4	23598	0	0	5089.6	16605	30744	0	0	0	5561.1	0	0	10242	10131	0	0	35931	34749	10601	4093.3	0	0	11444	10108	7568.9	9465.1	0	1361.9	46739	47044
DnaJ	Dnajc8	A0A0G2K751	0	0	48566	49209	7236.9	3899.4	15278	0	19260	14372	28317	39517	0	5498.9	43967	36065	9646.9	0	10087	9849.2	5938.4	8366.3	12880	11090	22125	21950	0	0	20604	21387
Polyadenylate-binding	Pabpc4	G3V9N0	0	0	0	4290.7	14085	0	23215	27152	19693	17692	22827	26186	14294	24313	7203.1	0	17698	16732	35008	32637	17432	17501	38300	37549	0	0	0	0	15061	11303
Troponin	Tnni2	A0A0G2K3X1	0	0	0	0	0	0	0	0	0	0	0	100240	27468	0	65883	83089	0	0	0	93049	0	43072	0	60118	0	0	36303	0	0	0
Non-specific	Cdc42bpb	A0A0G2KB58	0	0	5867.7	5979.1	7480.5	7895.2	9130.4	11680	10644	12525	5536.7	7708.1	10083	17094	9615.7	12817	11811	9929.4	13866	11567	10773	0	13721	16021	0	0	10420	9391.1	24591	18086
Uncharacterized	Lama3	D3ZN05	13891	15163	92741	84506	0	0	0	0	0	0	6089.6	0	0	0	0	16617	12055	12302	0	0	11623	0	0	0	5787.4	3077.2	0	0	0	0
Serine/threonine-protein	Ppp2r5d	F1MAA3	0	0	15165	11236	16766	17749	13059	15619	17871	16323	0	10681	0	12234	12542	15836	14005	13599	23108	17923	19832	14785	20079	19966	0	30924	10661	0	13612	12750
Endoplasmic	Ergic1	F1LU48	13293	19469	5870.8	6294.4	26436	29130	15311	14028	15290	13954	3734.2	3616.5	12726	15107	0	0	12811	16812	14452	14992	12732	15376	18612	18143	21393	23360	9359	11973	3811	6476.5
NHP2-like	Snu13	P55770	0	0	3723.3	16656	0	20262	0	135850	12583	0	11421	0	16775	8099.9	0	1951	8964.8	11472	12869	13871	0	1587	29784	9345.4	25973	43720	12548	0	20750	16258
DnaJ	Dnajc10	Q498R3	0	0	0	0	21337	16796	27872	27166	16672	15464	12921	13450	27866	25687	11699	10729	0	0	38245	32740	13642	12000	54283	51671	0	0	0	6247.7	23935	19992
Guanine	Gnb4	O35353	21661	0	0	8833.9	16035	14711	21145	20798	20275	22069	21194	22544	7390.7	0	12269	23696	13198	16775	17514	19319	18353	0	16611	14027	0	6793.6	11783	0	19170	24768
Mitochondrial	Tomm70	Q75Q39	0	0	45755	31183	0	5825.7	7739.3	18532	15776	15883	24366	21401	2315.2	8323.4	6270.1	0	18514	19044	13811	15401	44740	19749	19307	26172	0	0	0	0	12868	13191
HECT	Hectd3	F1LVZ9	0	0	0	0	0	0	23698	34737	0	0	0	0	0	0	0	0	0	0	0	0	260560	266910	0	0	0	0	0	0	0	0
Low	Acp1	Z4YNF4	18004	19998	0	10739	0	21777	0	9927.7	14754	26426	11662	0	0	0	0	0	33706	33178	15762	51104	0	10148	12347	7173	0	18359	0	11170	31644	30658
Dynein	Dync1li1	G3V7G0	0	0	0	10679	5832.4	9016.9	12509	11218	9894.6	14176	5238	0	11058	0	3317.1	0	0	0	19871	18368	13685	14395	0	6234	30972	29270	12866	8803	15079	11166
Tubulin	Tuba3a	Q68FR8	0	0	0	0	90732	105350	0	0	0	0	0	0	0	0	0	0	39583	42063	0	0	0	0	0	0	0	0	0	0	91169	78172
C-terminal	Ctbp1	Q6AZ26	0	0	0	8705.5	0	3903.3	16335	12185	17197	16282	0	0	9495.5	12873	0	0	12106	17239	17374	17233	17460	0	22284	29383	9641.3	17561	5527.4	0	10862	10565
Cytoplasmic	Clasp1	F1LNQ9	0	0	0	17566	0	8712.3	34488	30395	21880	31074	23662	27914	0	10175	18373	0	8874	0	36284	30770	18981	17423	0	33641	0	0	14680	0	59485	0
Nucleoside	Nme3	G3V816	0	0	0	7268.2	10028	12542	16426	0	11925	24304	0	9179.2	0	25932	0	8224.2	0	10944	27922	19786	18711	2927.9	21684	21439	15058	13022	0	9041.5	25789	26680
Serine/threonine-protein	Ppp1cc	Q6AYZ4	13930	8936.9	4675.7	7000.7	0	0	4104.7	6917.8	7174.5	5432.9	11298	11956	6123.6	61996	12839	260080	9829	10426	13911	12194	0	0	0	1034.2	10162	7822.3	0	0	11971	10140
Complex	Ndufa3	A9UMW2	0	0	0	7863.6	14470	15631	27379	28460	44708	40793	15156	16403	36223	40355	22211	16208	23636	0	17854	20696	32551	38105	36931	31423	0	0	26556	26018	0	0
Methionine	Metap1	D3ZE72	0	0	0	4595.2	12438	0	24337	26338	13641	22845	16472	14113	12064	0	0	7968.8	9051.9	9721	31679	26188	16674	19521	28888	28033	0	0	7691.2	9220	42065	38786
Collagen	Col4a3	F1LRJ1	0	0	41172	89810	0	0	0	21826	0	0	0	0	0	0	116190	121630	8551.9	0	21757	29792	10171	7022.8	0	18314	0	5937.6	0	0	0	0
Chromatin	Chtop	Q498T2	19218	9631.4	0	0	24838	25523	32822	29661	34741	30846	0	0	21964	1637.6	29283	20430	23440	0	34559	32564	43347	38047	33732	31546	0	0	16716	16361	0	0
Serglycin	Srgn	P04917	0	0	0	0	59507	64859	0	0	0	0	0	0	0	0	0	0	17289	12906	25822	19153	0	0	7685.1	0	0	0	0	0	118920	120550
Ubiquitin-conjugating	Ube2v2	Q7M767	0	0	0	0	24347	25402	14337	17050	13743	14653	0	0	39389	42980	0	8820	7509.3	12737	21568	21830	22159	20352	21459	17800	0	10531	22514	27045	31478	29205
Casein	Csnk2a2	B4F7A9	12065	12991	20230	21890	10649	16249	6843.8	14886	15976	16778	15215	20028	13098	0	16270	31513	17726	11960	6433.1	19651	12847	0	16289	0	21710	12443	19215	0	24158	19135
Cell	Ccar1	D4A2P1	0	0	54616	27784	18483	20261	4528.6	0	5724.6	4105.3	0	10197	0	5852.6	21107	14387	32161	25837	12054	9243.7	7539.3	14143	1218	7829.4	24504	26114	12375	11427	10664	17695
Programmed	Pdcd10	Q6NX65	14099	14841	26256	21200	21131	22299	16256	17855	25867	23473	0	0	16667	16234	11688	16534	18101	15998	18000	17443	19953	0	18571	18053	0	0	25458	20399	0	0
Ig-like	A0A0G2JTG4	0	0	33021	34016	0	0	49173	49836	43831	39364	0	0	0	0	0	0	15042	0	0	1636.3	0	0	12407	17136	17737	13369	27215	26918	0	0
OCIA	Ociad1	Q5XIG4	0	0	0	20579	0	0	30866	0	27728	0	0	0	18306	0	0	0	18560	0	38979	17247	28183	32230	32635	37300	37825	31094	26843	28561	0	33332
Protein	Ppp1r12b	D3ZIC4	4409.6	22731	0	0	6924.7	3727.9	10532	8845.2	3840.5	1256.1	0	2140.9	22021	17916	35419	25003	18112	18711	11609	11180	18507	7681.1	14836	7451.6	13004	3629.5	24740	23838	645.81	0
DnaJ	Dnajc11	B1WBY5	0	0	0	0	19754	21455	15976	16527	19095	21638	0	10507	17197	16805	0	14670	10440	0	20848	19880	0	7375	17634	19293	39451	31341	0	0	17618	17163
Aldehyde	Aldh16a1	Q3T1L0	0	0	0	12525	22743	25908	17114	17813	16513	15902	19323	17973	14100	13196	18052	17910	17868	17177	14245	15538	16953	17614	13934	14875	14103	0	15039	14046	30993	21877
Prolyl-tRNA	Eprs	Q6TXE9	32725	42122	73610	59540	0	47700	0	0	0	0	0	0	0	0	0	15134	49748	55338	0	0	0	0	0	0	0	0	0	0	0	0
Acyl-CoA	Acsl5	Q6IN15	0	0	0	7133.5	12363	12655	23610	11088	6372	0	0	2841.7	0	0	0	0	8450.2	27224	21535	24096	0	0	22451	0	11369	11979	0	0	44086	34465
Mannose	M6P/IGF2r	Q63002	0	0	0	0	13612	18206	450.96	0	1114.8	0	0	0	1962.8	3051	0	915.55	0	0	28618	26372	0	1259.6	0	377.51	0	878.09	0	0	39339	37355
Serine/threonine-protein	Ppp4c	G3V8M5	0	0	0	0	19866	21731	14956	0	0	20777	48423	0	0	16769	29440	0	45371	0	0	21887	0	0	0	14487	0	14280	30934	37056	62464	60173
Early	Eea1	F1LUA1	0	0	0	0	9978.2	10240	13506	12127	9048	8928.6	5970.5	4382.1	10867	11190	13535	13093	0	11268	9596.9	9126.7	12365	14837	7805.3	9827.2	14972	26115	0	10006	7502.9	7479.8
Actin	Actbl2	D3ZRN3	0	0	0	15707	0	0	118030	132920	0	0	0	0	0	0	0	0	0	1803.3	0	0	0	0	0	0	0	0	0	3292.5	0	0
Elastin	Emilin3	D3ZQ65	0	0	0	0	0	0	0	0	80386	0	65452	0	0	0	0	0	96611	93080	0	0	0	21076	42230	0	45811	17350	0	0	0	0
Transcription	Supt5h	E9PTB2	0	0	9023.8	8264.1	7395.3	7637.5	5535.9	7919.9	9185.2	10174	0	8700.2	7333.5	5771.4	15655	14524	10873	16665	11744	15199	0	0	6581.8	3640.3	0	3655.7	0	0	59694	34929
Glycine	Gldc	D4A5Q9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8908.2	5243.9	0	0	0	0	0	36356	0	0	1223.6	0	75312	65928
E1	Uba6	D4A8H3	725.7	0	0	8117.1	12871	13789	6979.8	6241	5207.3	5368.7	6521.4	8786.1	0	0	9848	11398	1104	5810.5	4905.9	3595.5	0	0	4948.6	5856.9	103840	47064	0	0	5381.4	0
General	Gtf2i	A0A0G2K4T7	0	0	7260.9	12802	0	0	7546.3	0	13573	22569	0	0	0	5876.7	10700	9507.2	18678	0	61584	51723	12754	19979	44623	38281	0	0	0	0	0	0
Replication	Rpa3	D4A845	0	0	0	833.57	0	50337	30530	0	0	0	0	0	0	10708	1773.4	0	35489	43686	25279	22971	0	0	0	0	0	19916	17899	34952	49354	55110
Rho	Arhgef1	A0A0G2JU01	0	0	6010.4	16024	0	0	22265	23073	19865	17393	22085	20273	0	0	6440.3	0	13000	10403	24241	21033	12240	9245.1	20446	22613	0	0	12294	12050	17255	21447
NADH-cytochrome	Cyb5r1	G3V9S0	0	0	77633	60516	0	9679.2	0	0	0	0	0	15778	0	0	6218.7	0	11094	10741	26237	4841.8	0	0	2034.6	0	49472	60143	0	0	11230	11714
Mitochondrial	Mtarc2	O88994	0	0	14048	8734.5	0	0	6860	0	5535.4	5483.3	18958	7102.5	9886.3	10738	25830	23200	0	9251.7	10997	12657	9173.1	0	0	6138.8	43802	44359	0	0	15665	16254
Glutathione	Gss	P46413	0	0	13430	13295	17369	23442	18764	19125	23286	22778	16540	20229	0	3767.3	16956	15159	4494.1	0	22655	24822	11625	13510	16704	22189	22384	33675	0	0	10912	9918.6
Ribose-5-phosphate	Rpia	D4A7L6	0	0	0	3606.3	7235.9	4637.3	19169	19227	23207	17911	7266.1	8356.5	13761	12312	8012.8	4449.6	0	0	14237	17708	11848	14462	16134	15787	15262	11927	16009	16370	0	0
Anamorsin	Ciapin1	Q5XID1	0	0	0	0	21522	22652	18593	21795	18206	18214	10924	13783	15034	15281	0	0	14868	14004	15846	13792	12464	0	21517	26805	26505	29789	17187	16671	19134	18074
Transcription	Tcea1	Q4KLL0	0	0	23606	21052	0	0	0	14956	18909	19568	22717	20629	11199	0	22191	26254	20245	10868	0	19615	0	0	0	18925	0	0	7731.6	17839	12801	20309
AP-3	Ap3d1	B5DFK6	0	11928	4949.8	4993.2	0	10370	5360.2	4588.1	8260	6491.1	8755.9	12967	0	0	14044	11429	10529	11782	10893	11847	9640.6	8201.2	16217	0	5512.5	8516.3	8410.6	6955.1	30131	12271
Vacuole	Vmp1	Q91ZQ0	0	0	0	0	49342	0	0	0	32783	30504	0	0	39099	0	0	12725	0	13149	17890	15185	0	0	38283	33702	0	0	0	0	84661	73692
Formin-binding	Fnbp1	Z4YNH5	0	0	0	0	7810.6	0	42940	42301	28839	38788	9239.3	8944.1	31798	28324	10428	10124	0	0	0	12924	39076	34643	29292	28040	18524	19733	9708.9	11963	0	0
Acid	Acp6	Q4FZU0	17133	0	0	0	0	0	0	0	0	0	0	8633.9	0	4114	0	0	29271	25129	1078.1	2522.1	0	0	0	0	16464	14046	0	0	58373	80067
GDP-mannose	Gmppb	D4A746	0	0	0	0	14460	14042	19491	20544	17896	21517	13234	16891	26955	32465	0	5948.4	0	0	23563	22494	23248	19971	36201	35126	0	0	23599	18920	12488	11180
CTP	Ctps2	Q5U2N0	0	0	22987	25567	21700	0	15388	15478	16678	14585	24644	23020	14867	17022	44489	43066	30147	30384	7766.4	12477	0	14904	12444	16805	0	0	8667.7	5903	22536	27385
DNA	Mcm2	D3ZP96	0	0	0	0	11167	7849.3	2203.6	0	0	0	0	0	0	0	0	0	7914.7	4577.4	0	2251	0	0	0	0	0	0	0	0	66585	85741
Stromal	Stim1	A0A0G2K5C8	0	0	0	0	27890	24158	0	0	15197	14635	16293	0	25159	32354	21786	19543	19916	0	27299	25328	17324	22754	16633	0	0	0	29157	0	54927	50577
COMM	Commd9	Q3MIE7	0	19305	0	22503	0	0	21901	18327	18380	20032	16794	15311	0	987.99	20616	0	25661	23416	16732	15181	0	0	18885	12982	0	0	16148	14633	21695	18712
Calcineurin	Ppp3r1	A0A0H2UHV6	0	0	7792	12146	5237.9	0	18122	20868	32502	36661	16969	13302	11701	15074	16090	15022	0	0	22286	26739	22350	19349	17899	24456	0	0	0	0	0	0
Quinone	Cryz	Q6AYT0	0	0	0	0	0	0	20415	22036	14557	13705	0	3806.3	17208	14073	10442	10881	0	0	16804	16942	25535	33083	14149	0	14949	39487	0	0	22005	20762
Small	Smap2	A0A0G2K9N0	0	0	0	0	0	0	49003	43181	23406	19554	30688	29523	22466	22997	0	15732	0	0	23137	24619	19606	25718	0	30424	0	0	0	6536.7	55653	52009
Erythroid	Spta1	Q6XDA1	13472	0	0	30601	15011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102680	66051	0	0	0	0
Ras-related	Rab21	Q6AXT5	0	20862	13554	0	16509	13133	10160	0	6498.9	15783	25185	15678	28099	23316	27323	19194	12438	0	10060	13992	15712	20568	11591	12380	22868	17546	1307.2	0	0	23911
Cathepsin	Ctss	D3ZZR3	10771	11911	17955	15412	6878.6	6966.2	17597	18190	16290	16571	0	2818.6	9187.9	6933.5	14115	0	0	5919.4	19371	18971	14946	0	0	10784	26321	32230	0	11333	6760.7	6601
Signal	Srp54	Q6AYB5	0	0	0	0	0	35729	17679	13449	18910	17087	0	4686.1	11481	15245	6496.5	0	7816.8	11331	21543	15657	0	9018.1	28873	9517.3	0	0	12058	13252	8256	15648
Proteasomal	Adrm1	Q9JMB5	0	0	9880.3	8407.4	7049.9	5011.9	0	0	6202.4	0	6190.7	15173	11413	20909	19665	19363	4419.6	8153.1	12938	10791	19678	16322	0	0	10774	14042	4310.1	7635.9	24868	23126
N-acetylglucosamine-6-sulfatase	Gns	F7EQ81	0	0	8585	24970	14413	15110	0	3790	18426	19014	16665	15740	0	0	11509	10826	0	0	10180	13168	0	0	4805.4	0	0	0	10621	13424	45181	39695
Phosphodiesterase	Pde6c	D3ZLC7	0	0	0	74054	0	49825	108350	0	38651	0	0	0	0	168020	0	134030	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Large	Bag6	Q6MG49	2761.8	0	8309.8	10866	10931	15100	5203.6	4811.4	6790.7	6241.4	11187	12720	9665.2	9568.2	0	6782.8	13084	13716	10447	8849	8790.5	0	0	12715	13579	10019	11187	12701	20579	26186
Isoform	Atrn;sp|Q99J86|ATRN_RAT	Q99J86-2	0	0	0	12789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1418.4	0	0	0	0	0	0
Phosphatidylinositol	Pip4k2a	Q9R0I8	10416	13300	17236	18207	13430	10170	31193	31501	31086	31695	21219	24476	10863	0	21824	23895	11296	9150.1	38188	35670	18235	18287	30015	29507	0	0	17635	17704	0	0
Integrin-associated	Cd47	A0A0G2JTH4	51838	51521	43526	40463	10935	12629	0	5253.9	12584	11559	0	0	0	0	17751	16491	29315	29032	7053.3	0	6330.8	6695.5	8671.6	12842	40752	34821	12795	16489	0	0
Alpha-L-fucosidase	Fuca1	A0A0G2JSJ8	5592.2	6232.7	18051	0	21686	26798	17346	13458	19344	20915	19657	16986	8507.7	9849.9	14953	13811	0	7009.5	19187	22491	17086	17103	15618	12365	13799	4798.4	16462	14531	11064	4535.4
Protein	Fam162a	Q4QQV3	0	0	0	0	16425	17237	13132	13518	9195.1	8584.8	6783.4	9731.9	11156	14330	15698	0	14209	14165	5177.5	7435.1	19474	17315	15732	20123	0	23121	3754.3	20090	27071	25982
Canopy	Cnpy3	G3V828	0	0	0	0	12038	8814	1874.8	0	0	0	0	0	0	11135	0	0	0	0	7817.7	8740.1	0	0	0	7787.5	6224.6	6273.3	0	1944.1	72180	75230
Membrane-associated	Pgrmc2	Q5XIU9	17136	19477	0	0	14325	16863	0	1544.5	10363	5733.9	0	0	10850	0	15642	12995	20252	0	14417	34168	6720.3	6941.7	0	12174	33087	37808	16039	23912	25557	11090
AP-1	Ap1m1	Q32Q06	0	0	29436	16963	0	0	0	12539	13307	27768	0	0	0	0	0	4332.1	2047.2	0	18238	17638	0	0	24098	27420	0	0	19521	15865	21021	21405
Nuclear	Nploc4	A0A0G2JU66	0	3106.1	0	0	20717	19561	20395	17062	17028	16307	11584	0	0	29741	0	15700	0	0	17574	16339	0	17525	21292	21674	54724	51834	14736	0	24235	22984
E3	Dtx3l	D3Z8X6	0	0	0	0	18384	19250	19766	19351	17541	15418	14685	13297	8875.4	0	0	7577.8	0	0	13816	14119	11778	15076	16039	14971	25306	24950	9809.6	10424	12573	12657
Alpha-crystallin	Cryab	P23928	0	0	26541	18484	30589	32543	0	27913	24066	23353	44284	40558	0	41745	22979	23920	0	15194	24398	0	32471	32136	0	36025	0	0	27236	25927	8064.5	0
O-acyltransferase	Soat1	G3V6J2	0	0	0	0	26754	27460	7651.3	0	11876	13717	0	0	0	0	0	0	19858	17194	7706.7	8248.9	0	3345.6	0	10596	54156	54377	0	0	24807	23349
DNA	Mcm6	A9CMB8	0	0	0	0	3290.6	0	0	0	0	0	0	0	0	0	0	0	0	0	1539.6	0	0	0	0	0	0	0	0	0	70568	31873
Glutamyl	Enpep	P50123	24612	22983	0	11102	0	0	134870	0	0	17818	0	0	0	0	32738	0	0	0	24032	20105	0	0	34919	42931	0	0	0	0	0	0
Fascin	Fscn1	A0A0G2KAM4	0	0	0	0	15552	0	0	0	0	0	0	0	0	0	0	0	30548	30996	0	14162	0	0	3813	0	7283.3	12440	10020	0	66525	64794
Hypothetical	Misp3	D4A1K4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15805	0	0	0	0	0	0	0	0	0	0	168340	126490
RNA-binding	Rbm25l1	D3Z8R4	185770	77524	42732	23302	9674.6	0	0	0	0	0	0	0	33781	0	0	0	0	25812	32340	25966	0	0	0	0	0	0	37963	34731	14187	0
Schlafen	Slfn5	A0A096MK98	16953	24750	16235	11155	0	0	13495	9360.3	13960	14315	17016	16971	14175	13421	15390	17033	0	0	18418	19531	9962.1	7307.5	14476	12577	10139	15271	5087.8	6728.3	0	0
Serine/threonine-protein	Ppp6c	Q64620	0	0	17345	17578	8909.2	7541.9	34715	24281	0	25776	22338	25013	9994.8	0	18066	19623	11750	12671	30684	21848	17130	18648	28143	25359	0	0	14865	20355	11515	12662
N-acylethanolamine-hydrolyzing	Naaa	Q5KTC7	0	11836	26478	21933	16415	0	22624	26415	19999	31121	14678	12743	0	6221.3	15274	8949.9	0	14471	36418	27606	0	7993.1	9014.2	6904	24591	5364.4	8677	0	8829.4	0
Heparin	Serpind1	A0A0G2K8K3	13638	17905	10703	10947	0	4912.2	4025	0	17141	18467	0	0	19251	20785	8740	0	16095	13071	0	4733.6	0	0	19667	45464	10640	13850	0	24997	0	0
Glycylpeptide	Nmt1	Q8K1Q0	6633.8	0	0	7629	5362	5144	14180	17669	12125	11830	7730.1	8058.3	0	869.06	3895	3128.5	8132.9	0	25424	21732	5205.8	3975.1	18431	21790	12275	11463	10113	7572.9	4757.7	6969.7
RCG45398	Sardh	F1LRY5	0	0	0	19274	18076	17513	15663	13710	7557.2	0	30485	29967	21442	20684	53265	47430	6832	0	10065	14050	29308	29913	8309.9	6017.8	0	0	15148	16463	21982	15271
G	Rabgap1	D3ZX42	0	0	0	0	11761	0	7784.3	7291.8	7169.9	8570.5	0	5701.4	15406	17172	17608	10856	9505.6	0	14358	14752	12555	11328	12965	10197	11044	9803.2	7881.4	7293.4	29990	26391
Ribonuclease	Rnase4	W0UVG1	20677	22822	19133	24245	5602.1	3916.9	14011	12875	35936	36572	8747.8	15178	0	1446.7	5409.7	11795	16321	12172	9876.2	11385	0	3999.9	21097	19687	0	0	10231	11533	4742.6	5055.4
Tropomodulin-2	Tmod2	P70566	0	0	19832	18207	0	0	0	4345.6	9990.7	18232	17807	21445	11732	8596.5	36029	44455	0	0	38480	39146	0	0	15007	7643.8	0	0	0	5286.6	0	0
Thrombomodulin	Thbd	O35370	0	10472	18842	17323	18332	15636	18951	14652	13030	9720.1	7085.9	5955.6	0	0	21112	9083	12484	12868	24986	20535	0	0	35050	33462	0	0	70562	0	0	0
Complex	Ndufb6	D3ZZ21	0	0	0	0	0	22439	9028.1	14222	31013	20987	0	0	25992	18743	0	0	0	17812	0	0	16077	16388	32718	35857	0	0	14313	0	0	0
IQ	Iqgap2	F1LW74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4889.3	0	4314.2	5783.6	979.12	0	0	0	0	0	57118	50925	0	0	51714	41374
Phosphatidate	Cds2	G3V8W2	15102	16274	30797	27548	0	12453	0	0	0	0	0	0	19692	19642	7137.7	13347	0	0	13984	17629	9470.3	0	3089.1	9628.3	32256	34469	13742	13341	8642.1	4299.1
Histone	Hist2h2ac	D4ACV3	174810	177210	36910	9884	0	0	0	0	0	0	0	0	0	0	310170	0	0	0	0	2540.7	5896.5	0	0	0	0	0	0	0	0	0
Afadin	Afdn	F1LT10	0	0	3548.2	9718.9	0	5550	10662	0	14788	14129	0	0	8420.6	43761	10281	26097	6502.1	7241.3	13369	10754	0	0	17148	10470	13673	10524	0	1909.7	31492	55766
Polymerase	Polr2d	D4A259	0	0	9601.2	17358	15794	11981	13487	12450	13873	11855	31018	0	15684	17284	31534	39646	0	0	19179	15795	12344	12042	9644.5	0	0	7094.4	8128.5	10737	46497	46769
Calmodulin	Pcp4	Q8CHN7	0	0	0	0	0	0	42596	43667	16883	21209	0	30942	21619	18456	36326	40227	0	0	19019	0	36209	0	21159	16834	0	0	52418	57730	0	0
Ubiquitinyl	Usp9x	D3ZC84	0	0	0	9059.6	7777.5	0	7997.6	13387	10107	9922.8	16025	12947	0	6773.2	8378.3	0	4974.8	9557.7	26458	21468	0	0	9830.7	29100	14654	7968.5	11495	9067.4	16434	28471
Basic	Bzw1	Q6P7P5	0	0	23450	17726	21577	21385	19883	21866	18642	16824	23944	27633	15371	14624	0	15281	16324	14071	25262	0	17415	20474	18439	21208	0	0	19866	14066	8075.3	44218
Nucleolar	Noc3l	D4AB23	0	0	0	0	0	0	0	0	0	107160	0	0	0	0	0	0	208220	0	0	0	0	0	0	122700	0	0	0	0	0	0
CD44	Cd44	O08779	9694.7	10864	16487	15073	16455	16400	22310	21981	14537	12724	22623	24245	21755	23735	13870	17430	14027	0	18571	18556	25935	25888	13815	18319	11230	9651.1	20553	21005	17941	6721.9
Eukaryotic	Eef1e1	B2RYN3	0	0	12667	16809	8836.3	11397	11791	8602.6	8027.3	8144.8	0	0	9884.2	9714.8	1667.2	0	8038.9	23747	10818	12320	8744.3	10876	7144.2	8904.7	4854.8	4451.9	9363.6	7114.8	17947	52317
Nerve	Ngfr	G3V6P1	0	0	0	0	0	0	25012	24000	13897	12116	22614	21508	35567	44219	0	0	0	0	11759	9927.7	27985	24835	20074	21622	0	0	26858	28976	0	0
Adaptor-related	Ap3b1	D3ZIF5	0	0	3119.8	2099.8	14414	16335	8202.3	5994.6	0	0	0	11641	0	0	9628.1	0	14537	11501	7674.3	3016.1	6307.9	6114.4	3678	5183.8	0	0	5647.8	10466	37341	35076
Complement	C8g	D3ZPI8	0	0	21448	27555	0	0	14891	21639	28860	26696	22815	0	19701	22454	24016	25439	0	0	0	25743	15899	4604.1	24541	30437	51722	0	4546.2	0	0	0
